TIME|DIRECTION|ORDERID|SYMBOL|ROUTE||QUANTITY|PRICE
2012-05-29 13:27:13|S|104555|BRK/B|ARCA||500|78
2012-05-29 13:28:03|B|104667|GOOG|ARCA||200|556.29
2012-05-29 13:29:09|B|105032|BRK/B|ARCA||200|78.57
2012-05-29 13:29:36|B|105084|IBM|ARCA||400|191.72
2012-05-29 13:29:45|S|105113|LNKD|ARCA||400|87.67
2012-05-29 13:29:46|S|105299|ZNGA|ARCA||5600|6.05
2012-05-29 13:29:47|B|105715|MSFT|ARCA||1000|29.13
2012-05-29 13:29:48|S|106296|AAPL|ARCA||100|568.75
2012-05-29 13:29:49|S|106325|LNKD|ARCA||600|95.68
2012-05-29 13:29:56|S|106690|FB|ARCA||1900|28.1
2012-05-29 13:30:29|S|107159|ZNGA|ARCA||9100|5.78
2012-05-29 13:30:36|S|107170|FB|ARCA||1800|28.54
2012-05-29 13:30:39|B|107317|IBM|ARCA||400|195.82
2012-05-29 13:30:48|B|107429|MSFT|ARCA||3000|25.7
2012-05-29 13:31:07|S|107953|MS|ARCA||1500|11.49
2012-05-29 13:31:14|B|108224|AAPL|ARCA||200|569.83
2012-05-29 13:31:21|S|108305|MS|ARCA||3000|13.17
2012-05-29 13:31:22|B|108576|MS|ARCA||6200|13.44
2012-05-29 13:31:24|B|108688|AAPL|ARCA||200|560.29
2012-05-29 13:31:31|B|108915|GOOG|ARCA||200|556.43
2012-05-29 13:32:10|S|109280|MSFT|ARCA||3000|28.58
2012-05-29 13:32:11|S|109749|ZNGA|ARCA||2800|5.96
2012-05-29 13:32:13|S|109801|AAPL|ARCA||200|558.2
2012-05-29 13:32:43|S|110166|FB|ARCA||2200|27.47
2012-05-29 13:32:58|B|110531|BRK/B|ARCA||900|77.69
2012-05-29 13:32:59|B|110560|LNKD|ARCA||1000|87
2012-05-29 13:33:00|S|111084|MS|ARCA||800|13.42
2012-05-29 13:33:32|B|111270|MSFT|ARCA||800|26.48
2012-05-29 13:34:08|B|111635|LNKD|ARCA||1000|98.25
2012-05-29 13:34:35|B|112000|BRK/B|ARCA||500|72.81
2012-05-29 13:34:38|B|112112|GOOG|ARCA||200|586.5
2012-05-29 13:35:00|S|112224|ZNGA|ARCA||10100|5.8
2012-05-29 13:35:04|B|112371|AAPL|ARCA||200|569.78
2012-05-29 13:35:05|S|112423|IBM|ARCA||400|195.39
2012-05-29 13:35:07|S|112740|ZNGA|ARCA||15300|5.87
2012-05-29 13:35:47|S|113057|MS|ARCA||7100|13.35
2012-05-29 13:36:04|S|113169|MS|ARCA||4900|13.06
2012-05-29 13:36:05|S|113180|BRK/B|ARCA||800|77.38
2012-05-29 13:36:58|S|113596|AAPL|ARCA||200|564.24
2012-05-29 13:37:01|B|113708|GOOG|ARCA||100|565.95
2012-05-29 13:37:02|S|113719|LNKD|ARCA||900|90.23
2012-05-29 13:37:11|S|113990|IBM|ARCA||600|183.47
2012-05-29 13:37:14|B|114042|IBM|ARCA||300|192.42
2012-05-29 13:37:15|B|114123|LNKD|ARCA||300|97.07
2012-05-29 13:37:23|S|114204|BRK/B|ARCA||1100|74.16
2012-05-29 13:37:24|S|114390|FB|ARCA||1800|27.51
2012-05-29 13:37:57|B|114806|FB|ARCA||1800|28.8
2012-05-29 13:38:04|B|115387|IBM|ARCA||500|192.03
2012-05-29 13:38:10|B|115752|AAPL|ARCA||200|504.73
2012-05-29 13:38:23|S|115938|MS|ARCA||1600|12.77
2012-05-29 13:38:24|S|116303|MSFT|ARCA||2000|26.26
2012-05-29 13:38:59|B|116772|GOOG|ARCA||200|590.55
2012-05-29 13:39:26|B|116919|LNKD|ARCA||400|98.18
2012-05-29 13:39:32|S|117146|BRK/B|ARCA||700|71.96
2012-05-29 13:40:19|S|117175|ZNGA|ARCA||2400|5.98
2012-05-29 13:40:25|B|117227|MSFT|ARCA||1800|26.73
2012-05-29 13:40:29|B|117808|MS|ARCA||2300|12.6
2012-05-29 13:40:35|S|117994|MS|ARCA||1600|12.68
2012-05-29 13:40:36|B|118141|FB|ARCA||1100|28.65
2012-05-29 13:41:57|S|118152|LNKD|ARCA||500|88.43
2012-05-29 13:42:07|S|118299|FB|ARCA||3500|24.95
2012-05-29 13:42:34|B|118351|FB|ARCA||1000|24.68
2012-05-29 13:42:57|B|118622|MS|ARCA||3200|12.88
2012-05-29 13:43:13|S|118849|IBM|ARCA||600|188.34
2012-05-29 13:43:55|S|118878|FB|ARCA||1200|28.29
2012-05-29 13:44:08|S|119243|AAPL|ARCA||300|569.91
2012-05-29 13:44:12|B|119272|BRK/B|ARCA||800|79.28
2012-05-29 13:44:52|S|119688|MSFT|ARCA||2900|25.25
2012-05-29 13:45:05|B|119769|AAPL|ARCA||200|553.37
2012-05-29 13:46:04|S|120185|LNKD|ARCA||800|97.87
2012-05-29 13:46:14|B|120601|GOOG|ARCA||200|580.73
2012-05-29 13:46:15|S|121182|FB|ARCA||2700|26.24
2012-05-29 13:46:23|S|121706|AAPL|ARCA||200|488.39
2012-05-29 13:46:40|B|121717|LNKD|ARCA||1100|97.98
2012-05-29 13:46:41|S|121746|ZNGA|ARCA||16500|4.94
2012-05-29 13:47:57|B|121798|IBM|ARCA||400|195.81
2012-05-29 13:48:33|S|121984|MSFT|ARCA||1100|29.33
2012-05-29 13:49:04|B|122301|MSFT|ARCA||1400|27.81
2012-05-29 13:49:10|B|122353|GOOG|ARCA||100|589.57
2012-05-29 13:49:46|B|122718|MSFT|ARCA||700|27.05
2012-05-29 13:49:53|S|122799|AAPL|ARCA||200|567.14
2012-05-29 13:50:44|B|122911|AAPL|ARCA||300|562.23
2012-05-29 13:51:09|B|123492|AAPL|ARCA||200|485.23
2012-05-29 13:51:54|B|123604|ZNGA|ARCA||5700|5.87
2012-05-29 13:51:56|B|124073|MS|ARCA||6000|13.29
2012-05-29 13:53:06|B|124084|IBM|ARCA||400|174.28
2012-05-29 13:53:12|B|124165|ZNGA|ARCA||17000|5.27
2012-05-29 13:53:18|S|124634|LNKD|ARCA||1000|90.47
2012-05-29 13:53:19|B|124820|BRK/B|ARCA||800|67.82
2012-05-29 13:53:26|B|125185|IBM|ARCA||300|193.29
2012-05-29 13:54:00|B|125297|ZNGA|ARCA||5200|6.12
2012-05-29 13:54:01|B|125326|MS|ARCA||5900|11.55
2012-05-29 13:54:05|B|125643|IBM|ARCA||600|180.4
2012-05-29 13:54:09|B|125960|BRK/B|ARCA||600|79.29
2012-05-29 13:54:10|S|126429|GOOG|ARCA||200|572.68
2012-05-29 13:54:19|S|126481|AAPL|ARCA||200|559.41
2012-05-29 13:54:20|B|126846|MS|ARCA||900|12.71
2012-05-29 13:55:16|S|126898|ZNGA|ARCA||16300|6.12
2012-05-29 13:55:17|B|127367|MSFT|ARCA||1200|23.68
2012-05-29 13:55:18|S|127836|MS|ARCA||1700|11.16
2012-05-29 13:55:36|B|127847|FB|ARCA||3300|24.97
2012-05-29 13:55:38|B|127959|IBM|ARCA||400|194
2012-05-29 13:56:36|S|128375|GOOG|ARCA||200|477.43
2012-05-29 13:57:01|B|128522|ZNGA|ARCA||14400|5.3
2012-05-29 13:57:25|B|129046|ZNGA|ARCA||2300|5.91
2012-05-29 13:57:44|S|129273|GOOG|ARCA||200|589.91
2012-05-29 13:57:45|S|129354|BRK/B|ARCA||500|79.3
2012-05-29 13:57:58|B|129625|MSFT|ARCA||3300|26.3
2012-05-29 13:57:59|B|129636|ZNGA|ARCA||17700|5.69
2012-05-29 13:58:03|S|129647|GOOG|ARCA||200|572.92
2012-05-29 13:58:06|S|130012|MSFT|ARCA||1800|29.33
2012-05-29 13:58:08|S|130159|ZNGA|ARCA||13800|5.53
2012-05-29 13:58:16|S|130628|FB|ARCA||3000|28.8
2012-05-29 13:58:17|S|131044|LNKD|ARCA||700|97.7
2012-05-29 13:58:18|B|131315|LNKD|ARCA||800|79.82
2012-05-29 13:58:19|S|131680|MSFT|ARCA||3300|29.17
2012-05-29 13:58:20|B|131866|MS|ARCA||8300|11.38
2012-05-29 13:58:33|B|132183|FB|ARCA||2500|28.8
2012-05-29 13:58:56|S|132330|BRK/B|ARCA||300|78.19
2012-05-29 13:59:11|B|132516|AAPL|ARCA||100|528.64
2012-05-29 13:59:50|S|132628|ZNGA|ARCA||1800|6.03
2012-05-29 13:59:54|B|133152|IBM|ARCA||300|193.17
2012-05-29 13:59:55|B|133181|ZNGA|ARCA||9700|6.12
2012-05-29 14:00:31|S|133262|BRK/B|ARCA||400|74.86
2012-05-29 14:00:35|S|133843|LNKD|ARCA||1300|79.3
2012-05-29 14:01:30|B|133872|MS|ARCA||2000|11.8
2012-05-29 14:01:36|S|133924|MS|ARCA||6300|13.19
2012-05-29 14:02:26|S|134448|IBM|ARCA||600|189.32
2012-05-29 14:03:52|S|135029|AAPL|ARCA||300|531.64
2012-05-29 14:03:56|S|135445|GOOG|ARCA||100|556.69
2012-05-29 14:04:33|B|135810|LNKD|ARCA||700|98.25
2012-05-29 14:04:36|B|136081|AAPL|ARCA||200|484.58
2012-05-29 14:06:15|S|136550|LNKD|ARCA||300|95.68
2012-05-29 14:06:16|B|136631|FB|ARCA||1300|26.63
2012-05-29 14:07:32|B|136902|AAPL|ARCA||200|562.59
2012-05-29 14:07:37|S|137426|LNKD|ARCA||1100|87.94
2012-05-29 14:07:49|S|137437|FB|ARCA||2800|28.61
2012-05-29 14:08:12|S|138018|MSFT|ARCA||700|29.29
2012-05-29 14:08:28|S|138599|AAPL|ARCA||200|569.76
2012-05-29 14:08:31|S|138610|FB|ARCA||2200|24.86
2012-05-29 14:08:34|S|139191|ZNGA|ARCA||6100|6.02
2012-05-29 14:08:35|B|139303|BRK/B|ARCA||400|72.45
2012-05-29 14:08:36|S|139314|FB|ARCA||2700|28.64
2012-05-29 14:08:46|S|139679|LNKD|ARCA||800|96.55
2012-05-29 14:09:37|B|139708|IBM|ARCA||200|157.51
2012-05-29 14:09:40|S|139855|FB|ARCA||2500|24.28
2012-05-29 14:10:19|S|140379|MS|ARCA||2800|12.72
2012-05-29 14:10:40|S|140960|IBM|ARCA||200|195.73
2012-05-29 14:10:45|S|141072|MSFT|ARCA||2300|24.01
2012-05-29 14:11:19|B|141389|IBM|ARCA||400|195.85
2012-05-29 14:12:19|S|141400|BRK/B|ARCA||1100|73.66
2012-05-29 14:12:27|S|141452|AAPL|ARCA||200|540.76
2012-05-29 14:12:30|B|141599|LNKD|ARCA||300|89.34
2012-05-29 14:13:48|S|141870|MSFT|ARCA||3200|28.7
2012-05-29 14:15:08|B|142187|GOOG|ARCA||300|480.59
2012-05-29 14:15:12|B|142334|BRK/B|ARCA||700|79.06
2012-05-29 14:15:13|B|142915|GOOG|ARCA||300|539.17
2012-05-29 14:16:11|S|143027|GOOG|ARCA||200|585.45
2012-05-29 14:16:37|B|143139|MS|ARCA||3300|13.21
2012-05-29 14:16:38|B|143150|LNKD|ARCA||600|98.25
2012-05-29 14:17:09|S|143421|FB|ARCA||1400|28.08
2012-05-29 14:17:10|B|143648|GOOG|ARCA||100|582.31
2012-05-29 14:17:24|S|143965|GOOG|ARCA||200|591.07
2012-05-29 14:17:25|B|143994|ZNGA|ARCA||7000|6.12
2012-05-29 14:17:26|B|144265|BRK/B|ARCA||400|79.3
2012-05-29 14:18:30|S|144412|LNKD|ARCA||900|95.96
2012-05-29 14:18:37|B|144639|MSFT|ARCA||2600|29.24
2012-05-29 14:19:53|B|145220|MSFT|ARCA||3600|27.3
2012-05-29 14:20:03|B|145332|IBM|ARCA||300|184.83
2012-05-29 14:20:12|B|145856|AAPL|ARCA||200|517.57
2012-05-29 14:20:13|S|146003|BRK/B|ARCA||600|71.29
2012-05-29 14:20:29|B|146084|FB|ARCA||1800|28.5
2012-05-29 14:20:31|S|146270|ZNGA|ARCA||9500|5.84
2012-05-29 14:20:47|B|146497|GOOG|ARCA||100|553.71
2012-05-29 14:20:52|S|146966|ZNGA|ARCA||11100|6.07
2012-05-29 14:21:20|S|147078|GOOG|ARCA||200|543.87
2012-05-29 14:21:29|S|147443|LNKD|ARCA||1200|89.42
2012-05-29 14:21:30|B|147590|AAPL|ARCA||100|567.62
2012-05-29 14:21:32|S|147776|MS|ARCA||2900|13.44
2012-05-29 14:21:33|B|148245|BRK/B|ARCA||600|75.02
2012-05-29 14:21:42|S|148562|GOOG|ARCA||200|587.83
2012-05-29 14:22:38|B|148709|ZNGA|ARCA||9900|5.72
2012-05-29 14:23:12|B|149074|GOOG|ARCA||200|590.56
2012-05-29 14:23:27|B|149260|ZNGA|ARCA||9100|6.12
2012-05-29 14:23:37|S|149341|MSFT|ARCA||3500|25.68
2012-05-29 14:23:38|S|149922|AAPL|ARCA||100|544.34
2012-05-29 14:23:44|B|150069|MS|ARCA||7400|12.83
2012-05-29 14:23:53|S|150098|GOOG|ARCA||100|547.55
2012-05-29 14:23:55|S|150150|LNKD|ARCA||700|98.24
2012-05-29 14:23:59|B|150297|FB|ARCA||3400|25.19
2012-05-29 14:24:02|S|150409|IBM|ARCA||200|195.84
2012-05-29 14:24:06|B|150933|LNKD|ARCA||900|98.21
2012-05-29 14:24:28|B|150985|BRK/B|ARCA||500|70.42
2012-05-29 14:24:29|B|151171|LNKD|ARCA||1200|93.48
2012-05-29 14:24:42|B|151398|ZNGA|ARCA||14100|5.51
2012-05-29 14:24:50|B|151479|GOOG|ARCA||200|590.97
2012-05-29 14:25:09|S|151948|IBM|ARCA||200|195.64
2012-05-29 14:25:57|B|152060|MSFT|ARCA||1300|23.8
2012-05-29 14:25:58|B|152476|BRK/B|ARCA||1200|79.27
2012-05-29 14:26:05|S|152793|IBM|ARCA||400|168.21
2012-05-29 14:26:06|S|152874|MS|ARCA||5600|13.22
2012-05-29 14:26:15|B|153239|FB|ARCA||2700|28.79
2012-05-29 14:26:23|B|153820|MS|ARCA||1100|13.43
2012-05-29 14:26:32|S|154137|IBM|ARCA||200|165.29
2012-05-29 14:26:42|B|154218|LNKD|ARCA||500|96.83
2012-05-29 14:27:13|B|154634|LNKD|ARCA||900|97.42
2012-05-29 14:28:20|S|155050|ZNGA|ARCA||4700|5.88
2012-05-29 14:28:37|S|155102|LNKD|ARCA||1200|85.78
2012-05-29 14:28:48|B|155249|FB|ARCA||1900|27.74
2012-05-29 14:29:52|S|155278|MS|ARCA||2600|13.35
2012-05-29 14:29:53|S|155859|AAPL|ARCA||200|542.04
2012-05-29 14:30:40|B|156328|ZNGA|ARCA||2900|6.06
2012-05-29 14:31:08|B|156440|IBM|ARCA||400|193.37
2012-05-29 14:31:40|B|156667|LNKD|ARCA||500|98.25
2012-05-29 14:32:12|B|157136|ZNGA|ARCA||3200|6.09
2012-05-29 14:32:13|S|157605|ZNGA|ARCA||10000|5.84
2012-05-29 14:32:15|S|158129|MSFT|ARCA||800|28.99
2012-05-29 14:32:18|B|158494|MSFT|ARCA||1700|25.79
2012-05-29 14:32:32|B|158721|LNKD|ARCA||200|98.25
2012-05-29 14:32:44|B|159245|ZNGA|ARCA||16500|5.74
2012-05-29 14:32:55|B|159392|GOOG|ARCA||100|589.6
2012-05-29 14:34:15|B|159861|AAPL|ARCA||200|539.64
2012-05-29 14:34:23|S|160277|FB|ARCA||2900|28.8
2012-05-29 14:34:30|S|160358|FB|ARCA||3300|28.72
2012-05-29 14:34:53|B|160882|ZNGA|ARCA||3200|5.4
2012-05-29 14:34:54|B|160994|MS|ARCA||2300|12.14
2012-05-29 14:35:01|B|161180|FB|ARCA||3500|23.56
2012-05-29 14:35:05|S|161407|MS|ARCA||5400|11.72
2012-05-29 14:35:23|S|161876|ZNGA|ARCA||1700|6.12
2012-05-29 14:35:26|S|162457|IBM|ARCA||300|181.27
